frame,time_sec,tracked,x,y,anchor
20,0.16666666666666666,0,,,0
21,0.175,0,,,0
22,0.18333333333333332,0,,,0
23,0.19166666666666668,0,,,0
24,0.2,1,1229.231,1303.077,1
25,0.20833333333333334,1,1231.745,1288.238,0
26,0.21666666666666667,1,1230.323,1286.956,0
27,0.225,1,1229.462,1286.518,0
28,0.23333333333333334,1,1226.001,1285.378,0
29,0.24166666666666667,1,1215.814,1284.619,0
30,0.25,1,1207.960,1282.609,0
31,0.25833333333333336,1,1199.521,1279.407,0
32,0.26666666666666666,1,1187.692,1269.231,1
33,0.275,1,1175.557,1263.536,0
34,0.2833333333333333,1,1170.423,1258.470,0
35,0.2916666666666667,1,1165.658,1250.654,0
36,0.3,1,1164.427,1249.531,0
37,0.30833333333333335,1,1170.111,1254.099,0
38,0.31666666666666665,1,1169.731,1255.304,0
39,0.325,1,1165.026,1256.792,0
40,0.3333333333333333,1,1167.692,1258.462,1
41,0.3416666666666667,1,1156.770,1259.536,0
42,0.35,1,1152.745,1260.389,0
43,0.35833333333333334,1,1146.785,1261.612,0
44,0.36666666666666664,1,1143.920,1260.664,0
45,0.375,1,1146.013,1258.197,0
46,0.38333333333333336,1,1141.166,1253.217,0
47,0.39166666666666666,1,1140.474,1250.435,0
48,0.4,1,1146.154,1250.769,1
49,0.4083333333333333,1,1138.092,1245.353,0
50,0.4166666666666667,1,1137.553,1242.816,0
51,0.425,1,1136.646,1241.347,0
52,0.43333333333333335,1,1134.982,1236.890,0
53,0.44166666666666665,1,1133.893,1237.490,0
54,0.45,1,1131.513,1243.555,0
55,0.4583333333333333,1,1130.397,1245.935,0
56,0.4666666666666667,1,1130.769,1249.231,1
57,0.475,1,1129.916,1251.799,0
58,0.48333333333333334,1,1130.591,1252.715,0
59,0.49166666666666664,1,1132.108,1254.395,0
60,0.5,1,1132.729,1255.362,0
61,0.5083333333333333,1,1133.026,1255.710,0
62,0.5166666666666667,1,1132.269,1255.638,0
63,0.525,1,1130.686,1254.956,0
64,0.5333333333333333,1,1130.769,1253.846,1
65,0.5416666666666666,1,1125.756,1251.833,0
66,0.55,1,1125.778,1250.285,0
67,0.5583333333333333,1,1126.320,1248.842,0
68,0.5666666666666667,1,1128.914,1247.061,0
69,0.575,1,1128.561,1247.271,0
70,0.5833333333333334,1,1123.961,1248.850,0
71,0.5916666666666667,1,1119.019,1251.158,0
72,0.6,1,1115.385,1255.385,1
73,0.6083333333333333,1,1112.483,1254.670,0
74,0.6166666666666667,1,1110.863,1256.365,0
75,0.625,1,1111.129,1257.469,0
76,0.6333333333333333,1,1111.011,1260.086,0
77,0.6416666666666667,1,1111.714,1260.907,0
78,0.65,1,1114.057,1259.951,0
79,0.6583333333333333,1,1114.586,1260.263,0
80,0.6666666666666666,1,1112.308,1261.538,1
81,0.675,1,1112.430,1261.581,0
82,0.6833333333333333,1,1109.817,1262.876,0
83,0.6916666666666667,1,1107.592,1265.116,0
84,0.7,1,1103.084,1268.392,0
85,0.7083333333333334,1,1102.262,1270.448,0
86,0.7166666666666667,1,1105.391,1273.834,0
87,0.725,1,1106.272,1275.493,0
88,0.7333333333333333,1,1106.154,1272.308,1
89,0.7416666666666667,1,1109.393,1277.101,0
90,0.75,1,1108.062,1277.182,0
91,0.7583333333333333,1,1109.184,1277.062,0
92,0.7666666666666667,1,1109.159,1278.186,0
93,0.775,1,1107.818,1278.531,0
94,0.7833333333333333,1,1114.931,1279.989,0
95,0.7916666666666666,1,1112.308,1289.231,1
96,0.8,1,1116.240,1284.442,0
97,0.8083333333333333,1,1118.429,1285.372,0
98,0.8166666666666667,1,1116.844,1287.616,0
99,0.825,1,1116.173,1289.372,0
100,0.8333333333333334,1,1114.688,1291.248,0
101,0.8416666666666667,1,1111.577,1295.774,0
102,0.85,1,1110.237,1296.886,0
103,0.8583333333333333,1,1109.941,1294.397,0
104,0.8666666666666667,1,1109.475,1293.852,0
105,0.875,1,1109.231,1295.385,1
106,0.8833333333333333,1,1109.889,1291.233,0
107,0.8916666666666667,1,1110.807,1291.156,0
108,0.9,1,1111.153,1291.221,0
109,0.9083333333333333,1,1111.887,1291.262,0
110,0.9166666666666666,1,1121.538,1292.308,1
